capacity_scenario,hour_index,region,capacity_accelerator_hours,capacity_status
central,0,east,4.0,static engineering mechanism scenario; not operator capacity
ample,269,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,270,east,5.0,static engineering mechanism scenario; not operator capacity
ample,270,north,3.0,static engineering mechanism scenario; not operator capacity
ample,270,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,270,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,271,east,5.0,static engineering mechanism scenario; not operator capacity
ample,271,north,3.0,static engineering mechanism scenario; not operator capacity
ample,271,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,271,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,272,east,5.0,static engineering mechanism scenario; not operator capacity
ample,272,north,3.0,static engineering mechanism scenario; not operator capacity
ample,272,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,272,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,273,east,5.0,static engineering mechanism scenario; not operator capacity
ample,273,north,3.0,static engineering mechanism scenario; not operator capacity
ample,273,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,273,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,274,east,5.0,static engineering mechanism scenario; not operator capacity
ample,274,north,3.0,static engineering mechanism scenario; not operator capacity
ample,274,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,274,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,275,east,5.0,static engineering mechanism scenario; not operator capacity
ample,275,north,3.0,static engineering mechanism scenario; not operator capacity
ample,275,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,275,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,276,east,5.0,static engineering mechanism scenario; not operator capacity
ample,276,north,3.0,static engineering mechanism scenario; not operator capacity
ample,276,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,276,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,277,east,5.0,static engineering mechanism scenario; not operator capacity
ample,277,north,3.0,static engineering mechanism scenario; not operator capacity
ample,277,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,277,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,278,east,5.0,static engineering mechanism scenario; not operator capacity
ample,278,north,3.0,static engineering mechanism scenario; not operator capacity
ample,278,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,278,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,279,east,5.0,static engineering mechanism scenario; not operator capacity
ample,279,north,3.0,static engineering mechanism scenario; not operator capacity
ample,279,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,279,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,280,east,5.0,static engineering mechanism scenario; not operator capacity
ample,280,north,3.0,static engineering mechanism scenario; not operator capacity
ample,280,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,280,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,281,east,5.0,static engineering mechanism scenario; not operator capacity
ample,281,north,3.0,static engineering mechanism scenario; not operator capacity
ample,281,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,281,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,282,east,5.0,static engineering mechanism scenario; not operator capacity
ample,282,north,3.0,static engineering mechanism scenario; not operator capacity
ample,282,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,282,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,283,east,5.0,static engineering mechanism scenario; not operator capacity
ample,283,north,3.0,static engineering mechanism scenario; not operator capacity
ample,283,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,283,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,284,east,5.0,static engineering mechanism scenario; not operator capacity
ample,284,north,3.0,static engineering mechanism scenario; not operator capacity
ample,284,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,284,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,285,east,5.0,static engineering mechanism scenario; not operator capacity
ample,285,north,3.0,static engineering mechanism scenario; not operator capacity
ample,285,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,285,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,286,east,5.0,static engineering mechanism scenario; not operator capacity
ample,286,north,3.0,static engineering mechanism scenario; not operator capacity
ample,286,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,286,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,287,east,5.0,static engineering mechanism scenario; not operator capacity
ample,287,north,3.0,static engineering mechanism scenario; not operator capacity
ample,287,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,287,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,288,east,5.0,static engineering mechanism scenario; not operator capacity
ample,288,north,3.0,static engineering mechanism scenario; not operator capacity
ample,288,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,288,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,289,east,5.0,static engineering mechanism scenario; not operator capacity
ample,289,north,3.0,static engineering mechanism scenario; not operator capacity
ample,289,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,289,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,290,east,5.0,static engineering mechanism scenario; not operator capacity
ample,290,north,3.0,static engineering mechanism scenario; not operator capacity
ample,290,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,290,southwest,3.0,static engineering mechanism scenario; not operator capacity
ample,291,east,5.0,static engineering mechanism scenario; not operator capacity
ample,291,north,3.0,static engineering mechanism scenario; not operator capacity
ample,291,northwest,3.0,static engineering mechanism scenario; not operator capacity
ample,291,southwest,3.0,static engineering mechanism scenario; not operator capacity
